image_filename,llava-7b,qwen2.5vl-7b,minicpm-v-8b
01-street-meditation-couple.jpg,"bench, cold, couple, daytime, people, sidewalk, sitting, street, urban, winter","black, blue, calm, casual, cityscape, couple, daylight, gray, pov, relaxed, sidewalk, sitting, stone bench, street, urban, winter clothing","bicycles parked in distance., casual interaction, cityscape background, cold weather clothing, couple, overcast sky, public space, relaxed, sidewalk pavement, sitting on bench, urban street scene"
02-graffiti-skate-park.jpg,"abandoned building, broken, concrete, contemplative, dark, decaying, desolate, desolation, dilapidated, dirty, edgy, empty, graffiti, gritty, introspective, melancholic, metal, moody, neglected, people, quiet, run down, rusted, skate park, skateboard, skateboard ramp, skateboarder, skateboarding, skater, solitary, stillness, street art, unkempt, urban, urban decay, vandalized","abandoned, casual, concrete, couple, decay, dilapidated, exploration, graffiti, graffiti art, graffiti-covered beams, graffiti-covered ceiling, graffiti-covered door, graffiti-covered floor, graffiti-covered ramp, graffiti-covered support beams, graffiti-covered support columns, graffiti-covered support pillars, graffiti-covered support posts, graffiti-covered support structures, graffiti-covered walls, graffiti-covered windows, gritty, happy, industrial, muted, people, pov, relaxed, standing, urban, urban exploration","abandoned building, casual clothing, colorful walls, concrete floor, daytime, first-person view, graffiti, greenery outside, group activity, indoor, industrial atmosphere., joyful expressions, natural light, people, ramp, relaxed, skateboarding, urban exploration, windows"
03-belgian-stew-fries.jpg,"dinner, food, fork, fries, knife, people, plate, restaurant, sauce, table","bottle, casual, cozy, dim, dinner, food, fork, fries, indoor, inviting, ketchup, knife, plate, restaurant, sauce, sausage, table, warm","casual dining, cherry tomato, condiments, cozy ambiance., food, fork, fries, indoor, knife, meat, plate, restaurant, sauce, spoon, table, warm light"
04-cheese-fondue-dinner.jpg,"beer, bread, casual, chairs, cheese, condiments, countertop, dining area, dining table, food, napkins, oven, people, pizza, restaurant, sauce, socializing, utensils, wine glass","beer, black, casual, cheese fondue, cozy, dining, food, group, indoor, people, pov, red, relaxed, restaurant, table, warm, yellow","bread cubes in bowl, casual dining, couple, cozy atmosphere., dark table surface, dim overhead lights, enjoying meal together, fries on plate, golden yellow beer, indoor restaurant, ketchup bottle, mustard bottle, people, red pot with fondue, relaxed, warm ambiance"
05-snowboarders-mountain-rest.jpg,"camera perspective, cold, friends, fun, group, mountain, outdoor, people, recreation, skiing, snow, snowboarding, socializing, winter sports","cold, excited, group, mountains, outdoor, overcast, people, selfie, snow, snowboarding, white","cloudy day, cold weather gear, colorful snowboards, goggles, group of people sitting on snow, helmets, leisurely pace, mountainous terrain, outdoor activity, overcast sky, relaxed atmosphere, snowboarding, snowy mountainside, standing person walking away, white and gray tones., winter clothing"
06-alpine-trail-hiker.jpg,"camping, couple, forest, nature, outdoor, people, picnic, relaxation","blue, campfire, forest, green, group, natural, outdoor, people, pov, relaxed, serene, snow, sunny","casual clothing, contemplative, couple, forest, green trees, natural light, outdoor camping scene, peaceful ambiance, people, relaxed, serene environment., sitting around campfire, snow patches, sunny day, wooden logs for fire pit"
07-restaurant-group-dinner.jpg,"casual, cell phone, chairs, dining, drinks, evening, food, friends, gathering, group, indoor, people, relaxed, restaurant, socializing, table","beige, brown, casual, cozy, dim, dining, eating, green, group, indoor, people, relaxed, restaurant, selfie, social","candid moment, casual dining, comfortable ambiance, conversation, drinking, eating, group, indoor, informal mealtime., painting on wall, people, relaxed, social gathering, warm tones"
08-neon-bar-friends.jpg,"bench, drinks, group, indoor, night, people, purple, socializing, table","blue, casual, drinks, festive, group, happy, indoor, lights, neon, people, plants, pov, purple, relaxed, socializing","artificial lights, casual gathering., contemplative, cozy ambiance, drinks on table, greenery, group, happy, indoor, purple illumination, relaxed, socializing"
09-record-store-group-photo.jpg,"bookshelves, bookstore, casual, colorful, group, happy, people, relaxed, selfie, socializing, warm lighting","black, casual, excited, fun, group, indoor, laughing, lively, people, posing, record store, vibrant, warm, white, yellow","casual clothing, colorful records, excited, friendly atmosphere., group, happy, indoor, music collection, people, posing, record store, relaxed ambiance, social interaction, vintage vibe, warm light"
10-alpine-peaks-vista.jpg,"adrenaline, adventure, alpine, blue, breathtaking, clouds, cold weather, crowd, excitement, exhilaration, green, high altitude, landscape, majestic, mountainous, nature, outdoor recreation, people, rocky terrain, scenic, ski lift, ski resort, sky, snow-covered peaks, snowy mountain range, thrill, tourism, travel, vacation destination, white, winter sports, winter wonderland","adventure, blue, bright, clear, clouds, cold, expansive, high-altitude, landscape, mountains, nature, outdoor, peaks, pov, serene, sky, snow, snow-capped, tranquil, vast, white, winter","adventure, alpine environment., blue skies, clouds, cold, high altitude, mountains, outdoor activity, scenic, ski resort, sky, snow, tranquil, winter sports"
11-blue-sneakers-blacklight.jpg,"blue, blurry, green, indoor, night, people, purple, shoes","casual, couple, energetic, illuminated, lively, neon, nightlife, nightlife setting, party, people, purple, relaxed, selfie, shoes, sneakers, urban, vibrant","casual attire, couple, dimly lit background, indoor bar/club scene, laid-back ambiance., neon lights, people, purple-blue ambient light, relaxed, sneakers with nike branding, socializing, vibrant decorations, wooden table"
12-winter-jackets-uv-light.jpg,"couple, dark, excited, happy, holding sign, indoor, man, nighttime, party, people, woman","blue, casual, cheerful, couple, cozy, decorations, festive, grass, green, happy, holiday, illuminated, intimate, lights, night, outdoor, people, purple, relaxed, selfie, winter","casual clothing, contemplative, couple, cozy ambiance, man, nighttime outdoor event, purple lights, reading book, relaxed, sitting on ground, urban park or garden area., warm glow of string lights, woman"
13-couple-train-selfie.jpg,"bench, comfortable, couple, happy, indoor, people, relaxed, sitting, smiling, together, train, window","beige, black, casual, couple, daylight, happy, interior, selfie, smiling, train, travel, warm","casual attire, comfortable interior, couple, daylight, happy, indoor scene, modern transportation, relaxed, selfie, sitting together on train, smiling, warm tones"
14-freddie-mercury-statue.jpg,"daytime, outdoor, park, people, plaque, statue","blue sky, bronze, grass, outdoor, park, peaceful, public space, sculpture, statue, sunny, trees","bronze, buildings, clear sky, concrete base, contemplative, daytime, excited, grass, greenery, happy, man, no people present, outdoor, plaque., pose, red leash, reflective surface, relaxed, sculpture, standing alone, statue, trees, urban park, walking dog"
15-red-eyes-costume-display.jpg,"black, costume, display case, feathers, people, red, white","artificial light, bright, costume, cultural, display case, exhibit, formal, gold, indoors, modern, museum, museum exhibit, no people, red, static, still life, traditional, vibrant, white","artificial lighting, contemplative mood, display case, eerie ambiance, indoor museum or exhibition hall., no interaction between people, people presence, red suit with eyes on it, selfie perspective, vibrant reds"
16-highland-cattle-pen.jpg,"animals, cows, daytime, dirt, fence, field, grass, natural light, pasture, people, rural","calm, cows, daylight, earthy, farm, grazing, ground, natural, outdoor, relaxed, rural",no people present
17-european-town-rooftop-view.jpg,"360, above, aerial view, balcony, bird's eye view, brick building, cityscape, cobblestone street, crowd, distorted, elevated, elevated angle, elevated camera assistant, elevated camera holder, elevated camera man, elevated camera operator, elevated camera operator assistant, elevated camera person, elevated camera technician, elevated camera technician aide, elevated camera technician aide helper, elevated camera technician aide helper aide, elevated camera technician aide helper aide aide, elevated camera technician aide helper aide aide aide, elevated camera technician aide helper aide aide aide aide, elevated camera technician assistant, elevated camera technician assistant aide, elevated camera technician helper, elevated camera technician helper aide, elevated location, elevated observer, elevated perspective, elevated photo taker, elevated photographer, elevated position, elevated setting, elevated vantage point, elevated view, elevated viewer, elevated viewpoint, elevation, fisheye lens, from above, high angle, historical, old architecture, overhead view, panoramic, people, perspective, perspective distortion, perspective warp, roof, selfie, stairs, stone, top-down view, urban, wide angle lens, windows","buildings, calm, contemplative, daytime, group, historical, looking down, natural light, old town, people, pov, red, steeples, switzerland","brown tiles, calm environment., cityscape, cold weather, contemplative, couple, gray tones, historical architecture, overcast sky, people, red roofs, serene ambiance, urban landscape, walking on bridge, winter season"
18-poppy-seed-cake-slices.jpg,"bakery, bread, counter, dessert, display, food, pastries, people, spices","bakery, bread, casual, crusty, food, golden, indoors, neutral, pov","browned breads, food items, green pickles, indoor restaurant environment., metallic surface, overhead light source, tray display case"
19-louvre-pyramid-courtyard.jpg,"architecture, city, couple, crowd, europe, grey, louvre, museum, people, rainy, selfie, sightseeing, stone, walking","calm, casual, cloudy, gray, group, historical, louvre, modern, museum, outdoor, overcast, paris, people, pyramid, relaxed, stone, urban, walking","cloudy sky, contemplative, glass pyramid, gray pavement, historic building, museum courtyard., overcast day, parisian architecture, people, tourists, urban environment, walking"
20-woman-admiring-classical-statue.jpg,"looking down, marble, museum, people, selfie, smiling, statue, woman","bright, formal, historical, indoor, marble, people, red, selfie, smiling, statue, woman","braided hair, classical art, happy expression, historical display, indoor environment., joy, laughter, leaning on statue, marble background, museum, red sweater, relaxed demeanor, selfie perspective, warm light, woman"
21-jeweled-royal-crown-display.jpg,"crowd, crown, display, glass case, jewelry, museum, people","admiring, bright, crown, excited, formal, gold, grand, group, jewels, museum, ornate, people, selfie","bright illumination, contemplative, crowd, crown, golden hues, historical artifacts, indoor exhibition space., museum display, observing, opulent, ornate, reflective"
22-catacomb-skull-bone-wall.jpg,"bones, dark, people, skulls, underground","bones, contemplative, dark, dim, eerie, group, people, skulls, somber, underground","darkness, dimly lit, eerie, historical site, human remains, macabre, reflective, skulls, somber, underground chamber."
23-catacomb-ossuary-plaque.jpg,"cemetery, dark, french, graveyard, historical, old, people, sign, skulls, stone","bones, contemplative, dark, dim, group, historical, ossuary, people, sign, somber, underground","aged, bones, cemetery, dark, historical, human remains display., natural light, ossuary, reflective, skulls, somber, stone-carved, tombstones, underground"
24-forest-waterfall-moss-covered.jpg,"forest, green, landscape, misty, moss, natural, outdoor, people, serene, waterfall","calm, flowing, forest, green, greenery, landscape, lush, moss, moss-covered, mossy, natural, nature, outdoor, peaceful, rocks, serene, tranquil, trees, verdant, water, waterfall","daylight, forest, greenery, mossy trees, natural beauty, outdoor adventure, peacefulness, reflection, rocks, serene, tranquility., waterfall"
25-dog-playing-in-river.jpg,"dog, forest, nature, outdoor, river, rocks, wet","animal, animal lover, calm, clear water, dog, forest, natural, nature, outdoor, outdoor activity, pet, pet adventure, pet exploration, pet happiness, pet joy, pet owner, pet-friendly, red bandana, relaxed, river, rocks, serene, sunny, water","alone, brownish-red tones, clear water, daylight, dog, excited, exploring, greenery, happy, log, natural environment, nature scene, outdoor adventure, peaceful atmosphere., playful, red bandana, rocks, rocky terrain, stream, water, wet fur"
26-outdoor-cedar-plank-cooking.jpg,"campfire, chairs, evening, group, man playing guitar, outdoor, people, picnic table, relaxed, tent, wooded area","campfire, casual, chairs, cloudy, countryside, daytime, friendly, grass, group, informal, outdoor, people, relaxed, socializing, tent, ukulele","beer bottle, casual clothing, cloudy sky, contemplative, flag banner, folding chair, green grass, group, guitar case, happy, outdoor gathering, pavilion, people, picnic table, playing music, relaxed, sitting around campfire, wine glass, wood logs in fire pit., wooden chairs"
27-woman-mountain-summit-view.jpg,"athletic, black and white, contemplative, hiking, mountain, nature, outdoor, people, woman","adventurous, black, blue, bright, contemplative, green, hiking, mountain, outdoor, pov, rocky, scenic, woman","active lifestyle, black tank top, blue sky with clouds, casual pose, clear weather, contemplative, daylight, forested hills in background, hair tied up., healthy activity, hiking clothing, looking at mountains, natural landscape, outdoors, relaxed posture, rocky terrain, scenic view, standing on rocks, woman"
28-theatrical-stage-projection-design.jpg,"blue, boat, bridge, cityscape, crowd, dark, lights, night, people, performance, stage, water","abstract, blue, cold, dark, dim, eerie, futuristic, glass, interior, isolated, modern, mysterious, reflective, shadowy, structure, suspenseful, technology","aquatic life, artificial structures, blue light, coral-like formations, curiosity, dark background, educational display., exploration, fascination, immersive experience, large tank, marine biology interest, peaceful, serene, tranquil ambiance, underwater aquarium, underwater environment, water clarity"
29-excited-black-brown-dog.jpg,"blue, brown, dog, excited, indoor, mouth open, people, red, selfie","black, blue, brown, casual, close-up, cozy, dog, friendly, happy, indoor, playful, relaxed, selfie, warm","black pants, blue jeans, brown blanket with animal design, casual, comfortable, couch or sofa., dog, excitement, home environment, indoor, mouth open, natural light, playful, relaxed, tongue out"
30-woman-smiling-on-boat.jpg,"boat, braid, clouds, hair, jacket, people, pier, sky, smiling, standing, water, woman","blue, boat, casual, happy, ocean, open, outdoor, relaxed, selfie, serene, sunny, woman","blue sky, boat ride, braid in hair, calm sea, casual clothing, clear weather, distant lighthouse, horizon line, joyful mood, natural light., outdoor activity, peaceful atmosphere, red coat, relaxed, smiling, sunny day, water, white railing, windblown hair, woman"
31-wildebeest-herd-grazing-savanna.jpg,"animals, daytime, field, grass, herd, nature, outdoor, people, wildlife","animals, animals grazing, calm, daytime, dry, field, grass, herd, landscape, natural, neutral colors, outdoor, peaceful, savanna, serene, wildlife","animals, dry grassland, grazing, natural habitat, overcast sky, running, wildlife conservation area."
32-urban-fire-smoke-city-skyline.jpg,"buildings, cars, cityscape, cloudy, fire, people, sky, smoke, street, trees","atmosphere, blue, buildings, bustling, cityscape, clear, industrial, pov, sky, smoke, smoke plume, smokestack, urban","air pollution, buildings, busy street, cityscape, construction site, crane, dark clouds, daytime, environmental impact, high-rise apartments., industrial, outdoor, overcast, polluted, pollution, red brick building, sky, smoggy, smoke, smokestacks, traffic, urban, vehicles"
33-seabird-flying-over-pine-trees.jpg,"bird, couple, flying, forest, nature, outdoor, people, sky, trees","blue, cloudy, eagle, flying, freedom, gray, green, majestic, nature, outdoor, serene, trees, wilderness, wildlife","birds, cloudy day, flight, freedom, nature exploration, outdoor adventure, peacefulness, sky, trees, wildlife tour"
34-humpback-whale-breaching-ocean.jpg,"animal, aquatic, coastal, gray, large, marine life, nature, ocean, outdoor, sea, swimming, water, wet, whale, wilderness, wildlife","black, blue, calm, expansive, majestic, natural, nature, ocean, open, serene, sunlight, tranquil, water, whale, white, wild, wildlife","blue sky, calmness, clear day., marine life, natural habitat, ocean, peaceful, sunlight reflection, water spray, whale, wildlife watching tours"
35-whale-tail-diving-forest-coastline.jpg,"adventure, boat, excitement, leisure, marine life, nature, ocean, outdoor, people, recreation, sightseeing, tourism, travel, vacation, water, whale, wildlife","blue, calm, forest, majestic, natural, nature, outdoor, rocks, serene, sunlight, tranquil, water, whale, wildlife","calmness, clear sky, daytime., forested coastline, natural habitat, nature, ocean, peaceful, sunlight reflection on water, water, whale tail fin in air, whale watching, wildlife"
36-quiche-held-coastal-landscape.jpg,"clouds, daytime, food, grass, hand, muffin, outdoor, people, sky, water","blue, brown, casual, countryside, food, grass, hand, natural, outdoor, pov, relaxed, sky, sunny","casual, countryside, daylight, food, fresh air, grassland, hand, holding, horizon, landscape, leisurely activity., natural scenery, open-air, outdoors, peaceful, picnic, quiche, relaxed, rural, sky, sunny, tranquil"
37-urban-deer-family-crossing-street.jpg,"building, cars, deer, evening, fence, grass, parking lot, people, road, sign, street light, urban","brown, calm, daytime, deer, fawns, gray, green, natural, outdoor, peaceful, residential, street, suburban, urban, walking","adult deer eating grass, apartment building, calm atmosphere, canadian flag on balcony., deer, fawns, flowers, greenery, natural wildlife interaction, no people present, overcast sky, parked cars, paved road, sidewalk, urban residential area"
38-sunset-reflection-over-water.jpg,"boat, calm, clouds, dock, evening, horizon, ocean, peaceful, serene, sky, sunset, tranquil, water","calm, evening, horizon, landscape, natural, orange, outdoor, people, relaxed, serene, soft, sunset, tranquil, water, yellow","calmness, evening ambiance, golden hour, horizon line, natural beauty, orange hues, outdoor environment., peaceful, silhouette, sky gradient, still waters, sunset, tranquil scene, water reflection"
39-orange-sunset-lake-silhouette.jpg,"calm, clouds, evening, golden, horizon, landscape, leisure, nature, ocean, orange, peaceful, reflection, relaxation, serene, sky, sunset, tranquil, warm","beach, calm, evening, golden, houses, landscape, natural, orange, outdoor, peaceful, people, reflection, relaxed, seaside, serene, setting, silhouette, sunset, tranquil, trees, warm, water, yellow","evening light, horizon line, natural beauty, peacefulness, silhouette of trees, sky gradient, stillness, sunset, tranquil scene, warm tones, water reflection"
40-sleeping-dog-close-up-portrait.jpg,"blanket, cozy, curled up, dog, indoor, paws, relaxed, resting","black, blanket, brown, close-up, cozy, dog, indoor, natural light, peaceful, relaxed, sleeping, soft","black coat, close-up, comfortable, cozy blanket, dog, home environment., indoors, peaceful, resting, soft light, tan markings, warm color palette"
41-black-dog-on-rocky-riverbed.jpg,"black and white, dog, forest, ground, rocks","beach, calm, dog, gray, lying, natural, outdoor, overcast, pebble, relaxed","alert posture, black coat, contemplative, dog, focused, gray stones, natural light, outdoor environment, overhead shot, rocky terrain"
42-abandoned-blue-wheelbarrow-forest.jpg,"abandoned, blue, broken, car, damaged, debris, decaying, desolate, destroyed, dirt, forest, green, junk, moody, nature, neglected, old, outdoor, overturned, people, rocks, rusted, tires, wheels, wrecked","abandoned, car, debris, decay, desolate, forest, gloomy, muted, natural, outdoor, overcast, rocks, rust, trees, wilderness","abandoned, blue paint peeling, daytime, debris, forest, natural surroundings, neglected, outdoor scene, overgrown vegetation, overturned, quiet, rocky ground, rusted bicycle, solitude., somber, stillness"
43-purple-foxglove-with-raindrops.jpg,"close up, dew, droplets of water, garden, outdoor, purple flowers, vibrant","close-up, daylight, flowers, green, nature, outdoor, pink, serene, waterdrops","dewy, flowers, garden, lush, natural light, outdoor, pink, serene, vibrant, water droplets"
44-foxglove-flowers-forest-meadow.jpg,"daytime, flowers, forest, green, nature, outdoor, people, purple, sunlight, wildflowers","daylight, flowers, forest, green, lush, natural, nature, outdoor, peaceful, purple, serene, tranquil","daylight., forest, green foliage, natural environment, outdoor activity, peacefulness, purple flowers, serene, sunlight, tall plants, tranquil ambiance, vibrant hues"
45-hiker-with-dog-forest-trail.jpg,"bench, dog, forest, nature, outdoor, path, people, sign, trees","couple, daylight, dirt path, forest, green, hiking, natural, outdoor, people, relaxed, serene, trees, yellow sign","casual clothing, contemplative, dirt trail, dog, forest path, greenery, natural light, nature, outdoor activity, overcast sky, peacefulness, signpost, solitude, trees, walking, woman, wooded area., wooden bench"
46-aerial-view-coastal-town.jpg,"aerial view, airplane, buildings, calm, cityscape, clear, clouds, daytime, grass, houses, people, plane, serene, sky, street, suburban, trees, urban, water","adventure, aerial, airplane, buildings, calm, cityscape, daytime, exploration, golden, landscape, natural, outdoor, peaceful, pov, serene, sunset, tranquil, travel, urban, view, water, wing","aerial, airplane wing, buildings, calmness, cars, cityscape, greenery, horizon line, human presence (couple), mountains, nature, peaceful, relaxed mood, residential area, scenic view, serene, streets, sunset, travel perspective, urban environment, warm light, waterway"
47-office-party-snack-table.jpg,"ambiance, artificial light, bags, bonjour 1se, bowl, bowls, casual, celebration, cheerful, city, colorful, comfortable, contemporary, conversation, cooking, couch, cozy, decoration, dining, dining area, dining room, drinking, eating, elegant, event, festive, food, food preparation, furniture, gathering, gifts, group, holiday, home decor, indoor, interaction, interior design, inviting, kitchen, leisurely, lighting, living room, luxurious, modern, mood, napkins, natural light, party, people, pov, relaxed, residential, room, selfie, sign, snack, snacks, social, socializing, sophisticated, stylish, table, table setting, tablecloth, tableware, text, upscale, urban, utensils, vibrant, window","blue, bowls, bright, candy, casual, indoor, lightbox, modern, no interaction, no people, pov, relaxed, snacks","blue tissue paper, bonjour sign, bowls of food, casual gathering, comfortable ambiance, contemporary apartment interior., couple, daylight, enjoying snacks, indoor, modern decor, natural light, people, relaxed, urban skyline outside window"
48-elephant-art-gallery-display.jpg,"colorful, elephant, indoor, people, statue","art, artificial, calm, contemplative, eagle, elephant, exhibit, gallery, indoor, large, modern, neutral, people","artistic display, blue clothing, bright light, contemplative, contemporary design, eagle portrait, elephant portrait, indoor space, modern art, reflection, urban environment."
49-restaurant-dinner-gathering.jpg,"dining table, drinking, eating, food, friends, gathering, happy, people, plates, relaxed, restaurant, socializing","casual, cozy, dim, dining, drinks, eating, food, group, happy, people, plates, pov, relaxed, restaurant, table, warm","casual dining experience., colorful dishes, couple, dim lighting, enjoying meal, happy, people, red tablecloth, restaurant, smiling, socializing, warm ambiance"
50-war-memorial-statue-night.jpg,"city, fountain, lit, night, people, statue","architecture, blue, building, cityscape, contemplative, dome, fountain, group, illuminated, lighting quality, night, people, serene, setting, statue, still, urban","blue sky, building, contemplative, darkened windows., fountain, historic, illumination, night, reflective, statue, stillness, urban"
51-green-dessert-molecular-spheres.jpg,"cooking, food, green, herbs, kitchen, meal, people, plate, spices, spoon, table, white, yellow","appetizer, appetizing, dessert, food, green, leftover, plate, spoon, white","artificial light, dessert, food, green spheres, indoor restaurant, plate, spoon, white background, yellow spheres"
52-rose-shaped-dessert-edible-flower.jpg,"cake, chocolate, dessert, frosting, indoor, people, plate, sprinkles, swirl, table, whipped cream","appetizing, black, casual, cinnamon, close-up, cozy, dessert, food, indoor, inviting, pastry, pov, soft, sugar, sweet, table, warm, wood","blue flowers, cinnamon roll, close-up, cozy, dessert, food, inviting, plate, powdered sugar, restaurant, table, warm"
53-mountain-restaurant-couple-dining.jpg,"couple, dining, evening, happy, indoor, mountain, people, relaxed, restaurant, ski resort, snow, winter","alpine, ca, cafe, couple, cozy, dominant, drinking, happy, lighting, neutral, scenery, smiling, view, window","brown drinks in glasses, couple, cozy ambiance, embracing, happy, indoor cafe, mountainous landscape background, people, relaxed, smiling, snowy mountains outside window, warm light"
54-family-birthday-lunch-patio.jpg,"casual, dining table, drinks, evening, food, group, indoor, people, relaxed, restaurant, socializing","balcony, blue, bright, casual, daytime, dining, drinks, food, group, happy, hotel, ocean view, people, relaxed, selfie, table, white, yellow","burgers, casual dining restaurant, coffee cups, couple, daylight, daytime atmosphere., enjoying meal together, fries, happy, natural light, ocean view in background, orange juice, outdoor terrace with railing, people, relaxed, selfie, silverware, white plates, wooden table"
55-mountain-restaurant-group-dining.jpg,"dining, drinks, evening, group, happy, indoor, people, restaurant, socializing","cozy, drinks, group, happy, mountain view, people, relaxed, restaurant, selfie, warm lighting, winter, wooden table","alpine resort or ski lodge environment., casual attire, drinks on table, group, happy, indoor restaurant, mountainous landscape outside window, natural light, relaxed, socializing, warm ambiance"
56-summit-selfie-sunny-snowboard.jpg,"adventure, blue sky, couple, hiking, mountain, outdoor, people, smiling, snow, sunny","blue, bright, couple, happy, mountain, outdoor, people, selfie, smiling, snow, sunny","adventure, blue sky, bright sunlight, cheerful, clear day, cold weather gear, couple, excited, happy, high altitude, mountainous landscape, natural beauty., outdoor activity, outdoors, people, scenic view, selfie, smiling, snow-covered mountains"
57-mountain-hut-group-window-view.jpg,"building, daytime, group, mountain, outdoor, people, sky, smiling, snow, window","adventure, blue, bright, cold, cold-weather clothing, excited, green, group, happy, high-altitude, joy, mountain, outdoor, people, red, selfie, snow, sunny, winter","black beanie, blue jacket, bright sunlight, clear sky, cold weather clothing, excitement, green hoodie, group of friends, happy, high altitude environment., mountainous landscape, outdoor adventure, people, posing for photo, red jacket, selfie, smiling, snow-covered peaks, sunglasses"
58-rustic-alpine-restaurant-group.jpg,"dining table, group, happy, indoor, menu, people, restaurant, socializing, wine glasses","brown, casual, cozy, friendly, group, happy, indoor, napkins, people, restaurant, selfie, smiling, table, warm, wine glasses, wooden","casual attire, cozy atmosphere, group of friends, happy, indoor restaurant, natural light, people, plates, posing for photo, relaxed, rustic decor, smiling, warm ambiance, wine glasses, wooden table"